10;Black;18:46;Dia: 18/01/2023;R$ 2.189,94;R$ 6.543,52;R$ 1.573,09;mlN66Mxblv;;;;
13;Black;18:46;Dia: 18/01/2023;R$ 1.926,73;R$ 7.007,71;R$ 1.270,60;M19XXMe7rA;;;;
8;Black;18:45;Dia: 18/01/2023;R$ 1.109,47;R$ 7.834,54;R$ 2.114,03;ylLzzMGb1G;;;;
2;Red;18:45;Dia: 18/01/2023;R$ 1.154,20;R$ 8.349,15;R$ 1.174,65;G17zzX7jrZ;;;;
0;White;18:44;Dia: 18/01/2023;R$ 968,29;R$ 8.203,74;R$ 2.692,92;9rKbbMzNl6;;;;
7;Red;18:44;Dia: 18/01/2023;R$ 1.628,87;R$ 7.048,15;R$ 1.743,63;XlO55MPy1O;;;;
14;Black;18:43;Dia: 18/01/2023;R$ 1.295,54;R$ 7.950,33;R$ 1.382,87;WldVVpJA13;;;;
1;Red;18:43;Dia: 18/01/2023;R$ 1.736,40;R$ 9.101,51;R$ 1.615,63;elYnnMDGrL;;;;
12;Black;18:42;Dia: 18/01/2023;R$ 1.477,22;R$ 8.055,01;R$ 1.172,93;R1p22xval5;;;;
11;Black;18:42;Dia: 18/01/2023;R$ 1.799,38;R$ 7.784,28;R$ 3.346,54;RkbWWyJwlL;;;;
2;Red;18:41;Dia: 18/01/2023;R$ 1.547,20;R$ 7.395,09;R$ 2.251,51;EryVV5YN1j;;;;
1;Red;18:41;Dia: 18/01/2023;R$ 865,52;R$ 6.967,76;R$ 2.104,67;AlAmmMeRlG;;;;
5;Red;18:40;Dia: 18/01/2023;R$ 2.088,35;R$ 6.652,25;R$ 1.095,50;plzXX4dO1n;;;;
13;Black;18:40;Dia: 18/01/2023;R$ 1.986,16;R$ 7.766,92;R$ 3.418,84;Kl3XXjYyrN;;;;
5;Red;18:39;Dia: 18/01/2023;R$ 2.090,15;R$ 7.405,43;R$ 2.889,71;xrMaaMR0rQ;;;;
6;Red;18:39;Dia: 18/01/2023;R$ 1.849,59;R$ 6.110,16;R$ 2.871,10;YrJ33MG01K;;;;
5;Red;18:38;Dia: 18/01/2023;R$ 2.203,57;R$ 6.606,26;R$ 1.124,22;DlZ44MNO1j;;;;
3;Red;18:38;Dia: 18/01/2023;R$ 3.677,37;R$ 6.212,47;R$ 1.465,33;6rXBBMPRkO;;;;
12;Black;18:37;Dia: 18/01/2023;R$ 4.059,68;R$ 5.979,99;R$ 888,06;V16GG6K7kB;;;;
10;Black;18:37;Dia: 18/01/2023;R$ 2.387,54;R$ 7.099,13;R$ 2.416,93;J1oVVeROrd;;;;
5;Red;18:36;Dia: 18/01/2023;R$ 2.333,54;R$ 6.589,15;R$ 1.420,32;ArwddabD1z;;;;
7;Red;18:36;Dia: 18/01/2023;R$ 3.055,21;R$ 7.339,97;R$ 1.521,92;ekj66LzNk9;;;;
11;Black;18:35;Dia: 18/01/2023;R$ 2.496,50;R$ 7.014,12;R$ 2.233,44;O1BRRM6W1K;;;;
1;Red;18:35;Dia: 18/01/2023;R$ 4.041,62;R$ 5.697,07;R$ 1.870,89;5rVXX3POkK;;;;
3;Red;18:34;Dia: 18/01/2023;R$ 5.527,13;R$ 6.588,96;R$ 1.853,91;w1DaaMGmkE;;;;
11;Black;18:34;Dia: 18/01/2023;R$ 6.073,86;R$ 6.503,09;R$ 2.000,88;J1mvvE46kj;;;;
10;Black;18:33;Dia: 18/01/2023;R$ 4.266,20;R$ 7.960,55;R$ 1.205,32;okgVVOJA1y;;;;
8;Black;18:33;Dia: 18/01/2023;R$ 3.472,92;R$ 6.480,49;R$ 1.299,48;4lQ77MXx1n;;;;
8;Black;18:32;Dia: 18/01/2023;R$ 1.896,29;R$ 7.407,65;R$ 1.082,95;RlvYYzyJkj;;;;
0;White;18:32;Dia: 18/01/2023;R$ 1.609,13;R$ 7.499,14;R$ 1.468,36;LknDDPXXr3;;;;
7;Red;18:31;Dia: 18/01/2023;R$ 5.848,92;R$ 6.846,19;R$ 1.455,13;2l4GGwdvkn;;;;
14;Black;18:31;Dia: 18/01/2023;R$ 3.979,11;R$ 7.788,47;R$ 3.888,46;Kl5aaoOQl9;;;;
12;Black;18:30;Dia: 18/01/2023;R$ 3.282,00;R$ 7.678,08;R$ 1.471,90;blRLLMPm1O;;;;
13;Black;18:30;Dia: 18/01/2023;R$ 2.049,76;R$ 6.528,53;R$ 1.779,64;V1annAMQke;;;;
6;Red;18:29;Dia: 18/01/2023;R$ 1.841,77;R$ 7.087,21;R$ 1.402,61;8kGbbM3m1Z;;;;
10;Black;18:29;Dia: 18/01/2023;R$ 2.064,38;R$ 6.761,46;R$ 2.058,23;8r222BpNrb;;;;
6;Red;18:28;Dia: 18/01/2023;R$ 1.452,09;R$ 7.128,47;R$ 2.471,57;erWEEMngkX;;;;
5;Red;18:28;Dia: 18/01/2023;R$ 3.973,34;R$ 5.489,73;R$ 806,80;V1qoo0DXlB;;;;
10;Black;18:27;Dia: 18/01/2023;R$ 1.132,90;R$ 7.141,44;R$ 2.403,78;Rl8XXZLXlK;;;;
6;Red;18:27;Dia: 18/01/2023;R$ 2.225,35;R$ 8.195,65;R$ 1.616,87;5k0LLDy8kY;;;;
13;Black;18:26;Dia: 18/01/2023;R$ 1.784,87;R$ 7.158,15;R$ 2.581,27;z1xQQRw4kp;;;;
6;Red;18:26;Dia: 18/01/2023;R$ 4.423,14;R$ 7.222,83;R$ 1.345,53;V1eKKYoelo;;;;
10;Black;18:25;Dia: 18/01/2023;R$ 1.964,85;R$ 6.465,80;R$ 2.190,67;qlPeeMdRrz;;;;
13;Black;18:25;Dia: 18/01/2023;R$ 1.733,38;R$ 6.856,95;R$ 1.654,93;dlEaaMpMlv;;;;
11;Black;18:24;Dia: 18/01/2023;R$ 1.680,97;R$ 6.209,51;R$ 1.456,37;mlN66Mpblv;;;;
2;Red;18:24;Dia: 18/01/2023;R$ 3.432,91;R$ 5.766,58;R$ 1.693,92;M19XXM97rA;;;;
9;Black;18:23;Dia: 18/01/2023;R$ 2.827,54;R$ 6.649,86;R$ 1.746,01;ylLzzMyb1G;;;;
12;Black;18:23;Dia: 18/01/2023;R$ 2.322,28;R$ 6.950,07;R$ 1.792,11;G17zzX0jrZ;;;;
14;Black;18:22;Dia: 18/01/2023;R$ 1.979,15;R$ 6.640,71;R$ 7.466,44;9rKbbMANl6;;;;
3;Red;18:22;Dia: 18/01/2023;R$ 2.168,93;R$ 7.196,36;R$ 4.022,97;XlO55MYy1O;;;;
6;Red;18:21;Dia: 18/01/2023;R$ 1.889,43;R$ 6.561,21;R$ 3.790,95;WldVVpoA13;;;;
6;Red;18:21;Dia: 18/01/2023;R$ 4.128,12;R$ 8.218,91;R$ 2.918,40;elYnnMBGrL;;;;
5;Red;18:20;Dia: 18/01/2023;R$ 1.885,81;R$ 6.457,94;R$ 2.891,96;R1p22xXal5;;;;
5;Red;18:20;Dia: 18/01/2023;R$ 4.028,73;R$ 6.045,73;R$ 1.877,10;RkbWWyowlL;;;;
10;Black;18:19;Dia: 18/01/2023;R$ 1.222,22;R$ 6.172,15;R$ 2.818,27;EryVV5wN1j;;;;
5;Red;18:19;Dia: 18/01/2023;R$ 3.466,85;R$ 6.302,01;R$ 1.243,67;AlAmmM9RlG;;;;
14;Black;18:18;Dia: 18/01/2023;R$ 1.672,34;R$ 5.995,01;R$ 2.388,08;plzXX4JO1n;;;;
4;Red;18:18;Dia: 18/01/2023;R$ 3.215,21;R$ 5.577,99;R$ 2.023,36;Kl3XXjvyrN;;;;
14;Black;18:17;Dia: 18/01/2023;R$ 1.976,69;R$ 6.960,38;R$ 1.148,38;xrMaaMb0rQ;;;;
0;White;18:17;Dia: 18/01/2023;R$ 2.169,98;R$ 6.798,68;R$ 1.740,13;YrJ33M701K;;;;
11;Black;18:16;Dia: 18/01/2023;R$ 2.384,97;R$ 6.366,92;R$ 1.656,01;DlZ44MVO1j;;;;
11;Black;18:16;Dia: 18/01/2023;R$ 908,57;R$ 5.720,63;R$ 3.967,18;6rXBBMaRkO;;;;
4;Red;18:15;Dia: 18/01/2023;R$ 2.983,43;R$ 5.601,29;R$ 1.586,38;V16GG6R7kB;;;;
8;Black;18:15;Dia: 18/01/2023;R$ 1.633,60;R$ 5.464,62;R$ 1.668,90;J1oVVe4Ord;;;;
7;Red;18:14;Dia: 18/01/2023;R$ 1.826,48;R$ 5.520,70;R$ 1.546,91;Arwdda4D1z;;;;
11;Black;18:14;Dia: 18/01/2023;R$ 3.234,26;R$ 5.257,92;R$ 1.926,26;ekj66LnNk9;;;;
2;Red;18:13;Dia: 18/01/2023;R$ 1.635,48;R$ 5.702,13;R$ 1.500,96;O1BRRMAW1K;;;;
5;Red;18:13;Dia: 18/01/2023;R$ 3.132,58;R$ 5.640,54;R$ 1.322,08;5rVXX3wOkK;;;;
9;Black;18:12;Dia: 18/01/2023;R$ 1.751,46;R$ 5.207,69;R$ 2.226,56;w1DaaMbmkE;;;;
6;Red;18:12;Dia: 18/01/2023;R$ 1.508,23;R$ 4.983,58;R$ 2.078,98;J1mvvEn6kj;;;;
3;Red;18:11;Dia: 18/01/2023;R$ 1.812,17;R$ 5.640,91;R$ 1.971,02;okgVVOnA1y;;;;
7;Red;18:11;Dia: 18/01/2023;R$ 4.049,61;R$ 5.580,90;R$ 963,73;4lQ77MOx1n;;;;
12;Black;18:10;Dia: 18/01/2023;R$ 1.232,60;R$ 5.578,14;R$ 2.901,06;RlvYYzoJkj;;;;
7;Red;18:10;Dia: 18/01/2023;R$ 2.248,00;R$ 5.300,89;R$ 1.439,53;LknDDPnXr3;;;;
12;Black;18:09;Dia: 18/01/2023;R$ 2.117,59;R$ 5.474,97;R$ 2.010,29;2l4GGwvvkn;;;;
5;Red;18:09;Dia: 18/01/2023;R$ 3.541,21;R$ 4.364,27;R$ 1.507,32;Kl5aaoMQl9;;;;
11;Black;18:08;Dia: 18/01/2023;R$ 2.576,78;R$ 4.070,39;R$ 1.608,94;blRLLMKm1O;;;;
9;Black;18:08;Dia: 18/01/2023;R$ 2.330,56;R$ 4.482,54;R$ 1.665,16;V1annAoQke;;;;
4;Red;18:07;Dia: 18/01/2023;R$ 1.747,31;R$ 4.028,75;R$ 2.215,31;8kGbbMdm1Z;;;;
7;Red;18:07;Dia: 18/01/2023;R$ 3.318,82;R$ 4.153,85;R$ 1.336,80;8r222BWNrb;;;;
9;Black;18:06;Dia: 18/01/2023;R$ 1.756,41;R$ 4.017,72;R$ 3.230,61;erWEEMagkX;;;;
12;Black;18:06;Dia: 18/01/2023;R$ 1.874,63;R$ 4.056,20;R$ 2.730,30;V1qoo04XlB;;;;
5;Red;18:05;Dia: 18/01/2023;R$ 2.685,20;R$ 3.796,45;R$ 2.253,85;Rl8XXZ5XlK;;;;
10;Black;18:05;Dia: 18/01/2023;R$ 2.906,90;R$ 3.881,28;R$ 2.494,07;5k0LLD08kY;;;;
13;Black;18:04;Dia: 18/01/2023;R$ 2.663,78;R$ 5.103,54;R$ 2.012,37;z1xQQRy4kp;;;;
6;Red;18:04;Dia: 18/01/2023;R$ 2.613,43;R$ 5.074,27;R$ 1.367,30;V1eKKYnelo;;;;
8;Black;18:03;Dia: 18/01/2023;R$ 1.519,14;R$ 5.564,29;R$ 1.866,61;qlPeeMyRrz;;;;
0;White;18:03;Dia: 18/01/2023;R$ 1.978,07;R$ 5.150,99;R$ 1.238,32;dlEaaMOMlv;;;;
8;Black;18:02;Dia: 18/01/2023;R$ 1.953,73;R$ 5.482,36;R$ 1.570,34;mlN66Mablv;;;;
5;Red;18:02;Dia: 18/01/2023;R$ 1.176,95;R$ 5.996,24;R$ 990,74;M19XXMb7rA;;;;
0;White;18:01;Dia: 18/01/2023;R$ 1.883,46;R$ 4.977,94;R$ 2.017,61;ylLzzMab1G;;;;
8;Black;18:01;Dia: 18/01/2023;R$ 1.455,15;R$ 5.699,41;R$ 1.356,67;G17zzXAjrZ;;;;
3;Red;18:00;Dia: 18/01/2023;R$ 5.251,56;R$ 5.578,59;R$ 2.155,02;9rKbbMgNl6;;;;
11;Black;18:00;Dia: 18/01/2023;R$ 4.040,07;R$ 5.725,66;R$ 1.611,37;XlO55MAy1O;;;;
13;Black;17:59;Dia: 18/01/2023;R$ 3.440,37;R$ 5.550,52;R$ 2.085,81;WldVVp2A13;;;;
13;Black;17:59;Dia: 18/01/2023;R$ 3.118,67;R$ 5.968,45;R$ 1.502,76;elYnnM9GrL;;;;
10;Black;17:58;Dia: 18/01/2023;R$ 1.616,50;R$ 6.085,40;R$ 1.704,93;R1p22xQal5;;;;
1;Red;17:58;Dia: 18/01/2023;R$ 1.727,42;R$ 6.170,67;R$ 1.486,70;RkbWWyxwlL;;;;
10;Black;17:57;Dia: 18/01/2023;R$ 2.020,27;R$ 5.639,13;R$ 7.434,83;EryVV5bN1j;;;;
7;Red;17:57;Dia: 18/01/2023;R$ 2.116,77;R$ 5.007,70;R$ 3.917,48;AlAmmMbRlG;;;;
2;Red;17:56;Dia: 18/01/2023;R$ 2.364,14;R$ 4.651,61;R$ 4.196,19;mlN66Ma0lv;;;;
4;Red;17:56;Dia: 18/01/2023;R$ 1.909,97;R$ 3.959,77;R$ 3.344,28;M19XXMbKrA;;;;
6;Red;17:55;Dia: 18/01/2023;R$ 1.134,68;R$ 3.979,92;R$ 3.263,08;ylLzzMax1G;;;;
5;Red;17:55;Dia: 18/01/2023;R$ 2.168,87;R$ 3.895,56;R$ 1.956,86;G17zzXABrZ;;;;
9;Black;17:54;Dia: 18/01/2023;R$ 2.247,74;R$ 4.096,80;R$ 1.126,29;9rKbbMgZl6;;;;
2;Red;17:54;Dia: 18/01/2023;R$ 4.498,79;R$ 4.003,21;R$ 1.684,49;XlO55MAz1O;;;;
9;Black;17:53;Dia: 18/01/2023;R$ 2.994,81;R$ 3.416,48;R$ 1.397,65;WldVVp2E13;;;;
9;Black;17:53;Dia: 18/01/2023;R$ 1.749,28;R$ 4.357,36;R$ 1.331,64;elYnnM9YrL;;;;
12;Black;17:52;Dia: 18/01/2023;R$ 1.426,17;R$ 5.443,42;R$ 1.585,74;R1p22xQgl5;;;;
0;White;17:52;Dia: 18/01/2023;R$ 2.353,27;R$ 4.602,14;R$ 1.403,30;RkbWWyxplL;;;;
5;Red;17:51;Dia: 18/01/2023;R$ 1.608,60;R$ 5.790,38;R$ 1.110,29;EryVV5bD1j;;;;
0;White;17:51;Dia: 18/01/2023;R$ 1.984,70;R$ 5.119,15;R$ 1.668,11;AlAmmMbwlG;;;;
10;Black;17:50;Dia: 18/01/2023;R$ 2.215,69;R$ 5.405,02;R$ 1.467,60;plzXX4pW1n;;;;
13;Black;17:50;Dia: 18/01/2023;R$ 2.393,45;R$ 5.209,41;R$ 4.131,26;Kl3XXjq7rN;;;;
1;Red;17:49;Dia: 18/01/2023;R$ 1.240,87;R$ 4.862,19;R$ 3.101,93;xrMaaMeDrQ;;;;
3;Red;17:49;Dia: 18/01/2023;R$ 1.871,60;R$ 5.067,86;R$ 1.938,21;YrJ33MeV1K;;;;
4;Red;17:48;Dia: 18/01/2023;R$ 1.332,48;R$ 4.316,49;R$ 1.737,00;DlZ44Mm81j;;;;
1;Red;17:48;Dia: 18/01/2023;R$ 5.091,75;R$ 4.805,79;R$ 1.926,36;6rXBBMmPkO;;;;
10;Black;17:47;Dia: 18/01/2023;R$ 4.154,13;R$ 4.791,20;R$ 1.490,49;V16GG6QRkB;;;;
11;Black;17:47;Dia: 18/01/2023;R$ 3.887,42;R$ 4.109,66;R$ 2.124,77;J1oVVennrd;;;;
12;Black;17:46;Dia: 18/01/2023;R$ 2.063,88;R$ 4.269,98;R$ 2.851,14;ArwddaAw1z;;;;
4;Red;17:46;Dia: 18/01/2023;R$ 2.979,02;R$ 3.834,38;R$ 1.770,49;ekj66Lodk9;;;;
14;Black;17:45;Dia: 18/01/2023;R$ 2.141,27;R$ 3.617,01;R$ 1.795,44;O1BRRMzj1K;;;;
2;Red;17:45;Dia: 18/01/2023;R$ 3.360,30;R$ 4.707,56;R$ 1.697,27;5rVXX3K4kK;;;;
14;Black;17:44;Dia: 18/01/2023;R$ 1.902,71;R$ 6.135,55;R$ 936,68;w1DaaMdEkE;;;;
0;White;17:44;Dia: 18/01/2023;R$ 4.126,31;R$ 5.302,93;R$ 1.533,52;J1mvvEogkj;;;;
13;Black;17:43;Dia: 18/01/2023;R$ 2.551,16;R$ 5.224,65;R$ 1.454,03;okgVVODV1y;;;;
12;Black;17:43;Dia: 18/01/2023;R$ 2.579,04;R$ 4.679,67;R$ 2.203,99;4lQ77Mbw1n;;;;
14;Black;17:42;Dia: 18/01/2023;R$ 1.044,69;R$ 4.730,51;R$ 4.556,65;RlvYYz8Gkj;;;;
6;Red;17:42;Dia: 18/01/2023;R$ 2.522,94;R$ 4.592,01;R$ 1.343,28;LknDDPaRr3;;;;
11;Black;17:41;Dia: 18/01/2023;R$ 2.006,37;R$ 4.458,43;R$ 1.801,01;2l4GGw6okn;;;;
7;Red;17:41;Dia: 18/01/2023;R$ 2.758,73;R$ 4.922,89;R$ 2.500,66;Kl5aaoRol9;;;;
10;Black;17:40;Dia: 18/01/2023;R$ 1.544,94;R$ 5.388,53;R$ 2.535,87;blRLLMmO1O;;;;
2;Red;17:40;Dia: 18/01/2023;R$ 1.677,50;R$ 4.392,53;R$ 1.623,24;V1annAe3ke;;;;
2;Red;17:39;Dia: 18/01/2023;R$ 4.879,94;R$ 4.786,72;R$ 978,59;8kGbbM7Z1Z;;;;
10;Black;17:39;Dia: 18/01/2023;R$ 3.802,36;R$ 4.794,63;R$ 2.064,80;8r222Bogrb;;;;
13;Black;17:38;Dia: 18/01/2023;R$ 2.446,91;R$ 4.599,90;R$ 1.888,02;erWEEMeRkX;;;;
5;Red;17:38;Dia: 18/01/2023;R$ 2.018,77;R$ 4.110,37;R$ 1.552,82;V1qoo0wylB;;;;
10;Black;17:37;Dia: 18/01/2023;R$ 1.727,56;R$ 3.991,31;R$ 2.568,80;Rl8XXZRalK;;;;
2;Red;17:37;Dia: 18/01/2023;R$ 1.341,92;R$ 4.586,76;R$ 1.827,61;5k0LLDXEkY;;;;
3;Red;17:36;Dia: 18/01/2023;R$ 1.109,81;R$ 6.156,49;R$ 1.126,27;z1xQQRzmkp;;;;
0;White;17:36;Dia: 18/01/2023;R$ 2.017,88;R$ 4.730,59;R$ 1.596,82;V1eKKYajlo;;;;
9;Black;17:35;Dia: 18/01/2023;R$ 2.234,41;R$ 5.471,80;R$ 2.712,75;qlPeeMmQrz;;;;
7;Red;17:35;Dia: 18/01/2023;R$ 1.917,30;R$ 4.797,13;R$ 2.205,60;dlEaaMPvlv;;;;
7;Red;17:34;Dia: 18/01/2023;R$ 1.733,20;R$ 5.321,55;R$ 1.678,19;mlN66Mm0lv;;;;
3;Red;17:34;Dia: 18/01/2023;R$ 13.186,07;R$ 5.858,12;R$ 1.175,19;M19XXMqKrA;;;;
8;Black;17:33;Dia: 18/01/2023;R$ 11.936,76;R$ 5.945,84;R$ 2.647,86;ylLzzMPx1G;;;;
12;Black;17:33;Dia: 18/01/2023;R$ 12.179,09;R$ 5.328,98;R$ 1.765,70;G17zzXaBrZ;;;;
9;Black;17:32;Dia: 18/01/2023;R$ 9.828,23;R$ 4.894,73;R$ 1.586,59;9rKbbMaZl6;;;;
12;Black;17:32;Dia: 18/01/2023;R$ 5.614,50;R$ 5.228,20;R$ 3.260,90;XlO55MXz1O;;;;
14;Black;17:31;Dia: 18/01/2023;R$ 5.341,26;R$ 4.071,01;R$ 1.305,43;WldVVp4E13;;;;
9;Black;17:31;Dia: 18/01/2023;R$ 3.904,26;R$ 4.593,73;R$ 1.525,64;elYnnMeYrL;;;;
14;Black;17:30;Dia: 18/01/2023;R$ 3.215,13;R$ 5.020,37;R$ 1.789,95;R1p22xDgl5;;;;
13;Black;17:30;Dia: 18/01/2023;R$ 2.151,75;R$ 6.098,51;R$ 1.300,60;RkbWWy4plL;;;;
0;White;17:29;Dia: 18/01/2023;R$ 3.278,70;R$ 3.697,33;R$ 1.302,45;EryVV52D1j;;;;
14;Black;17:29;Dia: 18/01/2023;R$ 3.361,03;R$ 3.630,59;R$ 1.592,00;AlAmmMVwlG;;;;
9;Black;17:28;Dia: 18/01/2023;R$ 843,20;R$ 4.297,56;R$ 3.811,78;plzXX4mW1n;;;;
4;Red;17:28;Dia: 18/01/2023;R$ 3.398,99;R$ 3.565,21;R$ 1.134,14;Kl3XXjW7rN;;;;
12;Black;17:27;Dia: 18/01/2023;R$ 2.269,07;R$ 3.604,00;R$ 1.384,62;xrMaaM7DrQ;;;;
6;Red;17:27;Dia: 18/01/2023;R$ 2.415,11;R$ 3.544,83;R$ 1.574,52;YrJ33MNV1K;;;;
14;Black;17:26;Dia: 18/01/2023;R$ 1.529,96;R$ 5.051,54;R$ 3.495,68;DlZ44Mw81j;;;;
1;Red;17:26;Dia: 18/01/2023;R$ 2.284,82;R$ 4.577,97;R$ 2.545,18;6rXBBM6PkO;;;;
1;Red;17:25;Dia: 18/01/2023;R$ 1.194,27;R$ 4.070,34;R$ 3.236,30;V16GG6xRkB;;;;
7;Red;17:25;Dia: 18/01/2023;R$ 2.036,92;R$ 3.462,02;R$ 2.480,28;J1oVVevnrd;;;;
10;Black;17:24;Dia: 18/01/2023;R$ 1.710,94;R$ 3.784,66;R$ 1.572,71;Arwddaww1z;;;;
7;Red;17:24;Dia: 18/01/2023;R$ 3.878,96;R$ 4.121,44;R$ 1.215,47;ekj66LRdk9;;;;
9;Black;17:23;Dia: 18/01/2023;R$ 2.619,29;R$ 3.613,80;R$ 2.580,38;O1BRRMXj1K;;;;
11;Black;17:23;Dia: 18/01/2023;R$ 2.034,12;R$ 3.242,02;R$ 1.824,29;5rVXX3G4kK;;;;
9;Black;17:22;Dia: 18/01/2023;R$ 1.894,98;R$ 3.375,66;R$ 1.198,42;w1DaaMPEkE;;;;
3;Red;17:22;Dia: 18/01/2023;R$ 3.469,20;R$ 4.096,77;R$ 1.595,96;J1mvvEXgkj;;;;
8;Black;17:21;Dia: 18/01/2023;R$ 1.973,81;R$ 3.213,12;R$ 2.016,86;okgVVOZV1y;;;;
8;Black;17:21;Dia: 18/01/2023;R$ 1.088,40;R$ 4.035,34;R$ 7.386,85;4lQ77Mmw1n;;;;
13;Black;17:20;Dia: 18/01/2023;R$ 973,21;R$ 5.712,69;R$ 10.940,35;RlvYYzxGkj;;;;
0;White;17:20;Dia: 18/01/2023;R$ 7.992,71;R$ 3.422,64;R$ 3.251,73;LknDDPZRr3;;;;
5;Red;17:19;Dia: 18/01/2023;R$ 1.291,81;R$ 4.862,53;R$ 2.441,59;2l4GGwaokn;;;;
0;White;17:19;Dia: 18/01/2023;R$ 1.634,30;R$ 2.831,08;R$ 5.700,40;Kl5aaoDol9;;;;
7;Red;17:18;Dia: 18/01/2023;R$ 987,96;R$ 2.805,77;R$ 5.035,25;blRLLMWO1O;;;;
2;Red;17:18;Dia: 18/01/2023;R$ 1.180,55;R$ 2.628,88;R$ 2.673,82;V1annAQ3ke;;;;
9;Black;17:17;Dia: 18/01/2023;R$ 1.108,65;R$ 3.275,70;R$ 1.963,28;8kGbbM5Z1Z;;;;
6;Red;17:17;Dia: 18/01/2023;R$ 1.313,95;R$ 4.855,42;R$ 1.290,78;8r222BQgrb;;;;
0;White;17:16;Dia: 18/01/2023;R$ 1.132,72;R$ 4.480,28;R$ 1.024,56;erWEEMYRkX;;;;
0;White;17:16;Dia: 18/01/2023;R$ 1.421,59;R$ 3.727,82;R$ 2.300,41;V1qoo0aylB;;;;
1;Red;17:15;Dia: 18/01/2023;R$ 2.237,19;R$ 3.719,71;R$ 1.754,37;Rl8XXZ8alK;;;;
8;Black;17:15;Dia: 18/01/2023;R$ 1.785,38;R$ 4.920,56;R$ 1.241,60;5k0LLDaEkY;;;;
9;Black;17:14;Dia: 18/01/2023;R$ 1.703,84;R$ 4.241,90;R$ 7.566,13;z1xQQR8mkp;;;;
5;Red;17:14;Dia: 18/01/2023;R$ 1.322,40;R$ 4.218,44;R$ 8.787,51;V1eKKYAjlo;;;;
1;Red;17:13;Dia: 18/01/2023;R$ 1.438,61;R$ 4.016,08;R$ 5.411,23;qlPeeM8Qrz;;;;
5;Red;17:13;Dia: 18/01/2023;R$ 1.092,84;R$ 3.493,93;R$ 3.680,43;dlEaaM3vlv;;;;
3;Red;17:12;Dia: 18/01/2023;R$ 1.155,69;R$ 4.070,65;R$ 2.273,84;mlN66ME0lv;;;;
1;Red;17:12;Dia: 18/01/2023;R$ 1.285,81;R$ 3.948,34;R$ 2.211,59;M19XXMvKrA;;;;
1;Red;17:11;Dia: 18/01/2023;R$ 1.847,58;R$ 4.292,51;R$ 1.757,25;ylLzzMKx1G;;;;
14;Black;17:11;Dia: 18/01/2023;R$ 1.460,00;R$ 6.116,93;R$ 2.033,07;G17zzXRBrZ;;;;
