3;Red;18:57;Dia: 18/01/2023; 4390.55; 7162.13; 2034.20;8kGbbMxQ1Z;
14;Black;18:57;Dia: 18/01/2023; 1119.64; 7502.04; 3450.60;8r222B8mrb;
1;Red;18:56;Dia: 18/01/2023; 2345.48; 7024.99; 2060.03;erWEEMD0kX;
12;Black;18:56;Dia: 18/01/2023; 1956.83; 7335.47; 1619.42;V1qoo0GqlB;
6;Red;18:55;Dia: 18/01/2023; 1296.61; 8183.76; 1587.07;Rl8XXZbdlK;
11;Black;18:55;Dia: 18/01/2023; 1707.03; 9102.62; 7234.19;5k0LLDwjkY;
3;Red;18:54;Dia: 18/01/2023; 1456.53; 8716.83; 5341.69;z1xQQRAAkp;
3;Red;18:54;Dia: 18/01/2023; 1578.02; 7845.68; 4675.20;V1eKKYQJlo;
5;Red;18:53;Dia: 18/01/2023; 1579.43; 7201.34; 3403.57;qlPeeMndrz;
6;Red;18:53;Dia: 18/01/2023; 1593.66; 8150.18; 1670.15;dlEaaMxOlv;
0;branco;18:52;Dia: 18/01/2023; 1422.77; 6469.49; 2337.54;mlN66MXmlv;
3;Red;18:52;Dia: 18/01/2023; 817.36; 7608.95; 3483.18;M19XXMpvrA;
6;Red;18:51;Dia: 18/01/2023; 2086.56; 7054.13; 1745.79;ylLzzMno1G;
12;Black;18:51;Dia: 18/01/2023; 1724.92; 7676.18; 1275.08;G17zzXy6rZ;
6;Red;18:50;Dia: 18/01/2023; 4892.17; 7299.25; 1767.10;9rKbbMxOl6;
9;Black;18:50;Dia: 18/01/2023; 4057.13; 7177.77; 1850.32;XlO55Mn01O;
13;Black;18:49;Dia: 18/01/2023; 2055.29; 6908.65; 1484.31;WldVVpzV13;
13;Black;18:49;Dia: 18/01/2023; 2096.12; 7070.03; 2469.28;elYnnMQorL;
4;Red;18:48;Dia: 18/01/2023; 993.17; 6730.15; 2645.04;R1p22xvLl5;
3;Red;18:48;Dia: 18/01/2023; 2187.99; 6969.81; 1495.90;RkbWWyJNlL;
14;Black;18:47;Dia: 18/01/2023; 1463.07; 7570.07; 1619.52;EryVV5YR1j;
4;Red;18:47;Dia: 18/01/2023; 3341.31; 6976.08; 1555.82;AlAmmMeMlG;
10;Black;18:46;Dia: 18/01/2023; 2189.94; 6543.52; 1573.09;mlN66Mxblv;
13;Black;18:46;Dia: 18/01/2023; 1926.73; 7007.71; 1270.60;M19XXMe7rA;
8;Black;18:45;Dia: 18/01/2023; 1109.47; 7834.54; 2114.03;ylLzzMGb1G;
2;Red;18:45;Dia: 18/01/2023; 1154.20; 8349.15; 1174.65;G17zzX7jrZ;
0;branco;18:44;Dia: 18/01/2023; 968.29; 8203.74; 2692.92;9rKbbMzNl6;
7;Red;18:44;Dia: 18/01/2023; 1628.87; 7048.15; 1743.63;XlO55MPy1O;
14;Black;18:43;Dia: 18/01/2023; 1295.54; 7950.33; 1382.87;WldVVpJA13;
1;Red;18:43;Dia: 18/01/2023; 1736.40; 9101.51; 1615.63;elYnnMDGrL;
12;Black;18:42;Dia: 18/01/2023; 1477.22; 8055.01; 1172.93;R1p22xval5;
11;Black;18:42;Dia: 18/01/2023; 1799.38; 7784.28; 3346.54;RkbWWyJwlL;
2;Red;18:41;Dia: 18/01/2023; 1547.20; 7395.09; 2251.51;EryVV5YN1j;
1;Red;18:41;Dia: 18/01/2023; 865.52; 6967.76; 2104.67;AlAmmMeRlG;
5;Red;18:40;Dia: 18/01/2023; 2088.35; 6652.25; 1095.50;plzXX4dO1n;
13;Black;18:40;Dia: 18/01/2023; 1986.16; 7766.92; 3418.84;Kl3XXjYyrN;
5;Red;18:39;Dia: 18/01/2023; 2090.15; 7405.43; 2889.71;xrMaaMR0rQ;
6;Red;18:39;Dia: 18/01/2023; 1849.59; 6110.16; 2871.10;YrJ33MG01K;
5;Red;18:38;Dia: 18/01/2023; 2203.57; 6606.26; 1124.22;DlZ44MNO1j;
3;Red;18:38;Dia: 18/01/2023; 3677.37; 6212.47; 1465.33;6rXBBMPRkO;
12;Black;18:37;Dia: 18/01/2023; 4059.68; 5979.99; 888.06;V16GG6K7kB;
10;Black;18:37;Dia: 18/01/2023; 2387.54; 7099.13; 2416.93;J1oVVeROrd;
5;Red;18:36;Dia: 18/01/2023; 2333.54; 6589.15; 1420.32;ArwddabD1z;
7;Red;18:36;Dia: 18/01/2023; 3055.21; 7339.97; 1521.92;ekj66LzNk9;
11;Black;18:35;Dia: 18/01/2023; 2496.50; 7014.12; 2233.44;O1BRRM6W1K;
1;Red;18:35;Dia: 18/01/2023; 4041.62; 5697.07; 1870.89;5rVXX3POkK;
3;Red;18:34;Dia: 18/01/2023; 5527.13; 6588.96; 1853.91;w1DaaMGmkE;
11;Black;18:34;Dia: 18/01/2023; 6073.86; 6503.09; 2000.88;J1mvvE46kj;
10;Black;18:33;Dia: 18/01/2023; 4266.20; 7960.55; 1205.32;okgVVOJA1y;
8;Black;18:33;Dia: 18/01/2023; 3472.92; 6480.49; 1299.48;4lQ77MXx1n;
8;Black;18:32;Dia: 18/01/2023; 1896.29; 7407.65; 1082.95;RlvYYzyJkj;
0;branco;18:32;Dia: 18/01/2023; 1609.13; 7499.14; 1468.36;LknDDPXXr3;
7;Red;18:31;Dia: 18/01/2023; 5848.92; 6846.19; 1455.13;2l4GGwdvkn;
14;Black;18:31;Dia: 18/01/2023; 3979.11; 7788.47; 3888.46;Kl5aaoOQl9;
12;Black;18:30;Dia: 18/01/2023; 3282.00; 7678.08; 1471.90;blRLLMPm1O;
13;Black;18:30;Dia: 18/01/2023; 2049.76; 6528.53; 1779.64;V1annAMQke;
6;Red;18:29;Dia: 18/01/2023; 1841.77; 7087.21; 1402.61;8kGbbM3m1Z;
10;Black;18:29;Dia: 18/01/2023; 2064.38; 6761.46; 2058.23;8r222BpNrb;
6;Red;18:28;Dia: 18/01/2023; 1452.09; 7128.47; 2471.57;erWEEMngkX;
5;Red;18:28;Dia: 18/01/2023; 3973.34; 5489.73; 806.80;V1qoo0DXlB;
10;Black;18:27;Dia: 18/01/2023; 1132.90; 7141.44; 2403.78;Rl8XXZLXlK;
6;Red;18:27;Dia: 18/01/2023; 2225.35; 8195.65; 1616.87;5k0LLDy8kY;
13;Black;18:26;Dia: 18/01/2023; 1784.87; 7158.15; 2581.27;z1xQQRw4kp;
6;Red;18:26;Dia: 18/01/2023; 4423.14; 7222.83; 1345.53;V1eKKYoelo;
10;Black;18:25;Dia: 18/01/2023; 1964.85; 6465.80; 2190.67;qlPeeMdRrz;
13;Black;18:25;Dia: 18/01/2023; 1733.38; 6856.95; 1654.93;dlEaaMpMlv;
11;Black;18:24;Dia: 18/01/2023; 1680.97; 6209.51; 1456.37;mlN66Mpblv;
2;Red;18:24;Dia: 18/01/2023; 3432.91; 5766.58; 1693.92;M19XXM97rA;
9;Black;18:23;Dia: 18/01/2023; 2827.54; 6649.86; 1746.01;ylLzzMyb1G;
12;Black;18:23;Dia: 18/01/2023; 2322.28; 6950.07; 1792.11;G17zzX0jrZ;
14;Black;18:22;Dia: 18/01/2023; 1979.15; 6640.71; 7466.44;9rKbbMANl6;
3;Red;18:22;Dia: 18/01/2023; 2168.93; 7196.36; 4022.97;XlO55MYy1O;
6;Red;18:21;Dia: 18/01/2023; 1889.43; 6561.21; 3790.95;WldVVpoA13;
6;Red;18:21;Dia: 18/01/2023; 4128.12; 8218.91; 2918.40;elYnnMBGrL;
5;Red;18:20;Dia: 18/01/2023; 1885.81; 6457.94; 2891.96;R1p22xXal5;
5;Red;18:20;Dia: 18/01/2023; 4028.73; 6045.73; 1877.10;RkbWWyowlL;
10;Black;18:19;Dia: 18/01/2023; 1222.22; 6172.15; 2818.27;EryVV5wN1j;
5;Red;18:19;Dia: 18/01/2023; 3466.85; 6302.01; 1243.67;AlAmmM9RlG;
14;Black;18:18;Dia: 18/01/2023; 1672.34; 5995.01; 2388.08;plzXX4JO1n;
4;Red;18:18;Dia: 18/01/2023; 3215.21; 5577.99; 2023.36;Kl3XXjvyrN;
14;Black;18:17;Dia: 18/01/2023; 1976.69; 6960.38; 1148.38;xrMaaMb0rQ;
0;branco;18:17;Dia: 18/01/2023; 2169.98; 6798.68; 1740.13;YrJ33M701K;
11;Black;18:16;Dia: 18/01/2023; 2384.97; 6366.92; 1656.01;DlZ44MVO1j;
11;Black;18:16;Dia: 18/01/2023; 908.57; 5720.63; 3967.18;6rXBBMaRkO;
4;Red;18:15;Dia: 18/01/2023; 2983.43; 5601.29; 1586.38;V16GG6R7kB;
8;Black;18:15;Dia: 18/01/2023; 1633.60; 5464.62; 1668.90;J1oVVe4Ord;
7;Red;18:14;Dia: 18/01/2023; 1826.48; 5520.70; 1546.91;Arwdda4D1z;
11;Black;18:14;Dia: 18/01/2023; 3234.26; 5257.92; 1926.26;ekj66LnNk9;
2;Red;18:13;Dia: 18/01/2023; 1635.48; 5702.13; 1500.96;O1BRRMAW1K;
5;Red;18:13;Dia: 18/01/2023; 3132.58; 5640.54; 1322.08;5rVXX3wOkK;
9;Black;18:12;Dia: 18/01/2023; 1751.46; 5207.69; 2226.56;w1DaaMbmkE;
6;Red;18:12;Dia: 18/01/2023; 1508.23; 4983.58; 2078.98;J1mvvEn6kj;
3;Red;18:11;Dia: 18/01/2023; 1812.17; 5640.91; 1971.02;okgVVOnA1y;
7;Red;18:11;Dia: 18/01/2023; 4049.61; 5580.90; 963.73;4lQ77MOx1n;
12;Black;18:10;Dia: 18/01/2023; 1232.60; 5578.14; 2901.06;RlvYYzoJkj;
7;Red;18:10;Dia: 18/01/2023; 2248.00; 5300.89; 1439.53;LknDDPnXr3;
12;Black;18:09;Dia: 18/01/2023; 2117.59; 5474.97; 2010.29;2l4GGwvvkn;
5;Red;18:09;Dia: 18/01/2023; 3541.21; 4364.27; 1507.32;Kl5aaoMQl9;
11;Black;18:08;Dia: 18/01/2023; 2576.78; 4070.39; 1608.94;blRLLMKm1O;
9;Black;18:08;Dia: 18/01/2023; 2330.56; 4482.54; 1665.16;V1annAoQke;
4;Red;18:07;Dia: 18/01/2023; 1747.31; 4028.75; 2215.31;8kGbbMdm1Z;
7;Red;18:07;Dia: 18/01/2023; 3318.82; 4153.85; 1336.80;8r222BWNrb;
9;Black;18:06;Dia: 18/01/2023; 1756.41; 4017.72; 3230.61;erWEEMagkX;
12;Black;18:06;Dia: 18/01/2023; 1874.63; 4056.20; 2730.30;V1qoo04XlB;
5;Red;18:05;Dia: 18/01/2023; 2685.20; 3796.45; 2253.85;Rl8XXZ5XlK;
10;Black;18:05;Dia: 18/01/2023; 2906.90; 3881.28; 2494.07;5k0LLD08kY;
13;Black;18:04;Dia: 18/01/2023; 2663.78; 5103.54; 2012.37;z1xQQRy4kp;
6;Red;18:04;Dia: 18/01/2023; 2613.43; 5074.27; 1367.30;V1eKKYnelo;
8;Black;18:03;Dia: 18/01/2023; 1519.14; 5564.29; 1866.61;qlPeeMyRrz;
0;branco;18:03;Dia: 18/01/2023; 1978.07; 5150.99; 1238.32;dlEaaMOMlv;
8;Black;18:02;Dia: 18/01/2023; 1953.73; 5482.36; 1570.34;mlN66Mablv;
5;Red;18:02;Dia: 18/01/2023; 1176.95; 5996.24; 990.74;M19XXMb7rA;
0;branco;18:01;Dia: 18/01/2023; 1883.46; 4977.94; 2017.61;ylLzzMab1G;
8;Black;18:01;Dia: 18/01/2023; 1455.15; 5699.41; 1356.67;G17zzXAjrZ;
3;Red;18:00;Dia: 18/01/2023; 5251.56; 5578.59; 2155.02;9rKbbMgNl6;
11;Black;18:00;Dia: 18/01/2023; 4040.07; 5725.66; 1611.37;XlO55MAy1O;
13;Black;17:59;Dia: 18/01/2023; 3440.37; 5550.52; 2085.81;WldVVp2A13;
13;Black;17:59;Dia: 18/01/2023; 3118.67; 5968.45; 1502.76;elYnnM9GrL;
10;Black;17:58;Dia: 18/01/2023; 1616.50; 6085.40; 1704.93;R1p22xQal5;
1;Red;17:58;Dia: 18/01/2023; 1727.42; 6170.67; 1486.70;RkbWWyxwlL;
10;Black;17:57;Dia: 18/01/2023; 2020.27; 5639.13; 7434.83;EryVV5bN1j;
7;Red;17:57;Dia: 18/01/2023; 2116.77; 5007.70; 3917.48;AlAmmMbRlG;
2;Red;17:56;Dia: 18/01/2023; 2364.14; 4651.61; 4196.19;mlN66Ma0lv;
4;Red;17:56;Dia: 18/01/2023; 1909.97; 3959.77; 3344.28;M19XXMbKrA;
6;Red;17:55;Dia: 18/01/2023; 1134.68; 3979.92; 3263.08;ylLzzMax1G;
5;Red;17:55;Dia: 18/01/2023; 2168.87; 3895.56; 1956.86;G17zzXABrZ;
9;Black;17:54;Dia: 18/01/2023; 2247.74; 4096.80; 1126.29;9rKbbMgZl6;
2;Red;17:54;Dia: 18/01/2023; 4498.79; 4003.21; 1684.49;XlO55MAz1O;
9;Black;17:53;Dia: 18/01/2023; 2994.81; 3416.48; 1397.65;WldVVp2E13;
9;Black;17:53;Dia: 18/01/2023; 1749.28; 4357.36; 1331.64;elYnnM9YrL;
12;Black;17:52;Dia: 18/01/2023; 1426.17; 5443.42; 1585.74;R1p22xQgl5;
0;branco;17:52;Dia: 18/01/2023; 2353.27; 4602.14; 1403.30;RkbWWyxplL;
5;Red;17:51;Dia: 18/01/2023; 1608.60; 5790.38; 1110.29;EryVV5bD1j;
0;branco;17:51;Dia: 18/01/2023; 1984.70; 5119.15; 1668.11;AlAmmMbwlG;
10;Black;17:50;Dia: 18/01/2023; 2215.69; 5405.02; 1467.60;plzXX4pW1n;
13;Black;17:50;Dia: 18/01/2023; 2393.45; 5209.41; 4131.26;Kl3XXjq7rN;
1;Red;17:49;Dia: 18/01/2023; 1240.87; 4862.19; 3101.93;xrMaaMeDrQ;
3;Red;17:49;Dia: 18/01/2023; 1871.60; 5067.86; 1938.21;YrJ33MeV1K;
4;Red;17:48;Dia: 18/01/2023; 1332.48; 4316.49; 1737.00;DlZ44Mm81j;
1;Red;17:48;Dia: 18/01/2023; 5091.75; 4805.79; 1926.36;6rXBBMmPkO;
10;Black;17:47;Dia: 18/01/2023; 4154.13; 4791.20; 1490.49;V16GG6QRkB;
11;Black;17:47;Dia: 18/01/2023; 3887.42; 4109.66; 2124.77;J1oVVennrd;
12;Black;17:46;Dia: 18/01/2023; 2063.88; 4269.98; 2851.14;ArwddaAw1z;
4;Red;17:46;Dia: 18/01/2023; 2979.02; 3834.38; 1770.49;ekj66Lodk9;
14;Black;17:45;Dia: 18/01/2023; 2141.27; 3617.01; 1795.44;O1BRRMzj1K;
2;Red;17:45;Dia: 18/01/2023; 3360.30; 4707.56; 1697.27;5rVXX3K4kK;
14;Black;17:44;Dia: 18/01/2023; 1902.71; 6135.55; 936.68;w1DaaMdEkE;
0;branco;17:44;Dia: 18/01/2023; 4126.31; 5302.93; 1533.52;J1mvvEogkj;
13;Black;17:43;Dia: 18/01/2023; 2551.16; 5224.65; 1454.03;okgVVODV1y;
12;Black;17:43;Dia: 18/01/2023; 2579.04; 4679.67; 2203.99;4lQ77Mbw1n;
14;Black;17:42;Dia: 18/01/2023; 1044.69; 4730.51; 4556.65;RlvYYz8Gkj;
6;Red;17:42;Dia: 18/01/2023; 2522.94; 4592.01; 1343.28;LknDDPaRr3;
11;Black;17:41;Dia: 18/01/2023; 2006.37; 4458.43; 1801.01;2l4GGw6okn;
7;Red;17:41;Dia: 18/01/2023; 2758.73; 4922.89; 2500.66;Kl5aaoRol9;
10;Black;17:40;Dia: 18/01/2023; 1544.94; 5388.53; 2535.87;blRLLMmO1O;
2;Red;17:40;Dia: 18/01/2023; 1677.50; 4392.53; 1623.24;V1annAe3ke;
2;Red;17:39;Dia: 18/01/2023; 4879.94; 4786.72; 978.59;8kGbbM7Z1Z;
10;Black;17:39;Dia: 18/01/2023; 3802.36; 4794.63; 2064.80;8r222Bogrb;
13;Black;17:38;Dia: 18/01/2023; 2446.91; 4599.90; 1888.02;erWEEMeRkX;
5;Red;17:38;Dia: 18/01/2023; 2018.77; 4110.37; 1552.82;V1qoo0wylB;
10;Black;17:37;Dia: 18/01/2023; 1727.56; 3991.31; 2568.80;Rl8XXZRalK;
2;Red;17:37;Dia: 18/01/2023; 1341.92; 4586.76; 1827.61;5k0LLDXEkY;
3;Red;17:36;Dia: 18/01/2023; 1109.81; 6156.49; 1126.27;z1xQQRzmkp;
0;branco;17:36;Dia: 18/01/2023; 2017.88; 4730.59; 1596.82;V1eKKYajlo;
9;Black;17:35;Dia: 18/01/2023; 2234.41; 5471.80; 2712.75;qlPeeMmQrz;
7;Red;17:35;Dia: 18/01/2023; 1917.30; 4797.13; 2205.60;dlEaaMPvlv;
7;Red;17:34;Dia: 18/01/2023; 1733.20; 5321.55; 1678.19;mlN66Mm0lv;
